,TOTAL_POP,NH_WHITE,NH_BLACK,NH_NATIVE,NH_ASIAN,NH_HAWAIIAN,NH_OTHER_RACE,NH_TWO_OR_MORE,NH_HISPANIC_LATINO,US_BORN,NATURALIZED,NON_CITIZEN,ZCTA,TOTAL_HOUSING,OWNER_OCCUPIED,RENTER_OCCUPIED,AGE_55_59,AGE_60_64,AGE_65_74,AGE_75_84,AGE_85+,MALE,FEMALE,ED_POP_25+,LESS_THAN_9TH,LESS_THAN_HS,HS_OR_GED,SOME_COLLEGE,ASSOCIATES,BACHELORS,GRAD_OR_PROFESSIONAL,HEALTH_COVERAGE_POP,INSURED,UNINSURED,MEDIAN_INCOME,LABOR_FORCE_POP_16+,EMPLOYED,UNEMPLOYED,BUSINESS,SERVICE,SALES_OFFICE,CONSTRUCTION_MAINTENANCE,PRODUCTION_TRANSPORTATION,LANGUAGE_POP_5+,ENGLISH_ONLY,OTHER_LANGUAGE,OTHER_LANGUAGE_POOR_ENGLISH,MEDIAN_INCOME_2,2_ppl_fam,3_to_4_ppl_fam,5_to_6_ppl_fam,GT_7_ppl_fam,avg_ppl_per_household
0,36492,26794,1345,88,1819,6,195,1048,5197,25947,5009,4375,11222,17256,3091,14165,1926,1602,2155,1118,515,18000,18492,30177,1327,1360,4608,3872,1282,11797,5931,36492,33313,3179,85111,24761,23566,1195,14540,3084,3707,1195,1040,1144,22761,11949,4895,85111,3788,2635,454,60,2.1
1,76819,5320,56546,61,1258,0,86,1272,12276,56583,11243,7394,11233,29345,6657,22688,3879,3800,4841,2717,908,35096,41723,49821,4214,5967,15972,7355,3803,8449,4061,76640,70028,6612,40449,35722,33503,2219,11760,9813,6702,1844,3384,1901,56493,14124,4592,40449,7353,7824,1927,425,2.57
2,78128,56160,1812,184,11260,0,329,1892,6491,27074,34442,15175,11235,32269,12770,19499,5295,5325,8981,5993,3389,37432,40696,59442,4344,3216,13140,5818,4521,16573,11830,77407,70320,7087,52538,37785,35557,2228,14862,7810,6404,2676,3805,1719,18673,54934,37139,52538,9033,8432,2023,307,2.38
3,20801,5834,1278,11,9179,0,84,477,3938,11700,6087,2684,11426,6356,4832,1524,1565,1325,2256,560,387,10388,10413,14569,616,972,4391,2070,1019,3192,2309,20753,19535,1218,88803,10966,10485,481,4152,1765,2313,752,1503,935,8309,10879,4261,88803,1500,2243,779,253,3.26
4,24037,4762,4737,121,7481,0,1116,1144,4676,11917,8508,2773,11427,7500,4499,3001,1859,1899,2147,1109,637,11886,12151,17320,1206,1440,4651,3045,1407,3395,2176,23427,21796,1631,74581,11836,11220,616,4368,2049,2590,779,1434,897,10269,11761,5064,74581,1955,2550,1033,88,3.08
5,522,295,153,0,29,0,0,8,37,359,127,15,11042,0,0,0,0,0,59,187,276,232,290,522,69,92,210,30,16,30,75,0,0,0,-666666666,0,0,0,0,0,0,0,0,151,419,103,51,-666666666,0,0,0,0,-666666666.0
6,30043,9746,4350,0,6773,41,316,909,7908,18513,5366,5382,11101,13169,2230,10939,1374,1492,1470,792,243,15297,14746,22131,1484,1314,5325,2252,1129,6342,4285,29689,27959,1730,65392,17739,16416,1323,8458,3030,3150,548,1230,1315,15114,12904,6109,65392,3657,2572,482,60,2.24
7,46064,19470,13586,127,3138,8,448,1134,8153,35450,4105,4982,11205,16294,3925,12369,1869,1845,2247,891,300,21340,24724,27491,1998,2698,5523,3676,1195,7130,5271,45890,43206,2684,56708,23338,21369,1969,10380,3934,4488,666,1901,1281,24607,17154,6838,56708,3051,3295,1201,734,2.67
8,70156,46961,2636,53,5531,0,563,2984,11428,55108,5952,6107,11215,28635,11611,17024,3396,2913,4427,2141,723,33597,36559,52178,1776,1689,4313,3503,1528,18903,20466,70040,67480,2560,123583,43071,41371,1700,30821,3181,5241,757,1371,1442,49118,15320,3889,123583,6772,8554,1067,45,2.43
9,90036,55723,815,101,22002,0,83,399,10913,56119,15631,15275,11219,24430,6687,17743,3813,3948,5879,2688,2060,44986,45050,49091,8243,8437,16046,4960,1982,5918,3505,89553,83442,6111,39295,35258,33221,2037,9872,7921,9396,2294,3738,2362,16721,61711,32515,39295,5489,6903,3780,2920,3.64
10,100277,12161,65421,159,2878,0,393,2120,17145,53778,26205,18521,11226,36733,4564,32169,5286,5904,7065,3623,1235,45123,55154,68636,5127,5819,22955,11489,3772,12809,6665,100066,88953,11113,52052,52670,48883,3787,16722,15386,9007,3225,4543,2412,58921,34515,15066,52052,8751,9422,3378,692,2.71
11,44994,22126,396,93,15917,31,62,531,5838,24980,12056,6940,11228,15306,8443,6863,3238,3003,3875,2626,1324,22024,22970,32221,4022,2722,8858,3382,2429,6935,3873,44825,42093,2732,67911,22002,20576,1426,8161,3926,4815,1423,2251,1350,16724,25424,13338,67911,3961,5477,1646,430,2.93
12,100331,4333,84496,85,2679,0,426,1146,7166,51880,34339,11464,11236,33282,16228,17054,7202,6768,8564,3512,1530,43752,56579,68092,4266,4721,20844,12768,6616,12410,6467,99734,91921,7813,67669,51896,48809,3087,16397,13445,10163,3511,5293,2124,70948,22809,8925,67669,8507,11703,3267,921,2.97
13,49310,9791,3718,151,3557,4,204,833,31052,28117,6685,11466,11237,16740,1668,15072,1944,1505,2021,948,347,25382,23928,32689,5095,4522,7792,3969,1424,7196,2691,49310,40355,8955,51413,28264,26374,1890,9116,6569,4616,2866,3207,1672,16327,30145,13613,51413,2838,4307,1369,397,2.86
14,55200,9060,1670,54,34571,7,307,728,8803,17930,16894,19601,11354,20112,7781,12331,4665,3497,5465,3606,2123,25033,30167,42977,5320,6102,12686,5438,4601,5776,3054,53423,43027,10396,42500,26345,25230,1115,6808,8264,6339,1552,2267,2115,10852,41582,33213,42500,5656,6635,1103,150,2.65
15,23362,6189,355,0,6771,49,73,508,9417,12246,5528,5347,11356,7453,3298,4155,1409,1481,1588,1130,318,11624,11738,16190,1848,1777,5263,2257,1952,2059,1034,23306,20450,2856,60493,11214,10808,406,2790,2713,2716,1210,1379,1159,6481,15032,10935,60493,1728,2989,787,142,3.13
16,19621,10832,149,25,6357,0,19,321,1918,12282,5051,2074,11360,8583,6139,2444,1428,1396,2411,1808,1071,9073,10548,15371,607,494,2684,2253,1094,4591,3648,19616,18837,779,86174,9370,8998,372,4605,1171,2191,540,491,831,9144,9209,4349,86174,2846,2197,291,50,2.28
17,18721,8289,150,0,8098,0,42,483,1659,10753,5850,1827,11362,7151,5704,1447,1541,1322,2471,1278,1086,8786,9935,14534,832,626,3189,2387,1192,3413,2895,18604,17674,930,89185,9267,8874,393,4395,1267,2142,476,594,961,8181,9578,5088,89185,2281,2271,400,46,2.58
18,14650,5707,713,0,6615,0,0,317,1298,7210,5224,2037,11366,4633,3269,1364,1018,1113,1423,732,346,6977,7673,10149,544,681,2188,1302,923,2752,1759,14513,13766,747,78990,7295,6681,614,2932,1279,1635,391,444,905,4795,8964,4189,78990,1330,1721,465,159,3.12
19,32514,8236,4484,25,7138,0,61,417,12153,17078,8928,5507,11370,7993,4082,3911,1997,1492,2162,1273,631,19284,13230,23520,2629,3795,7856,2650,1375,3325,1890,25419,23469,1950,65098,12984,12290,694,3707,3050,2809,1065,1659,1692,10985,19938,10312,65098,1855,2890,951,207,3.17
20,42653,18568,1657,0,13580,0,108,1793,6947,16673,16680,8577,11374,19416,7524,11892,3884,2927,4985,2688,1323,19585,23068,33846,1906,1425,6669,4067,2726,9996,7057,42643,39346,3297,63161,23181,22156,1025,10619,4126,4475,894,2042,1463,12085,28230,13266,63161,5356,4482,689,70,2.19
21,37851,25050,324,0,4152,0,135,569,7621,23863,9046,4126,11379,13504,8218,5286,2845,2341,3334,2409,915,17886,19965,28002,1889,1670,8279,4582,2260,5837,3485,37479,35074,2405,82819,19834,18800,1034,7721,3309,4506,1513,1751,1288,18375,17552,6837,82819,3962,4309,1096,139,2.78
22,49618,2136,7812,388,15990,19,11448,2467,9358,17133,20254,11128,11419,12479,7351,5128,3594,3003,3515,1737,455,24983,24635,34031,6011,3643,10983,4714,1907,5032,1741,49591,43988,5603,70882,26497,24072,2425,5409,5778,5906,3275,3704,1639,28299,18229,7664,70882,2262,5511,2255,726,3.97
23,32082,1053,26471,110,638,0,282,458,3070,17709,9695,3934,11422,9653,6399,3254,2445,2137,2487,1291,380,14880,17202,22555,898,1772,6260,5354,2086,3705,2480,32040,29994,2046,89235,17660,16701,959,5758,4097,3940,1129,1777,1540,22573,7561,2584,89235,2396,3612,1339,180,3.32
24,18929,2095,3834,28,4805,20,1507,1845,4795,8984,7582,1821,11428,5558,3832,1726,1351,1241,2023,654,193,9208,9721,13594,1080,1111,5077,2423,1331,1736,836,18922,17686,1236,73699,9784,9222,562,2546,2012,2341,1035,1288,801,9791,8204,4014,73699,1275,2363,945,99,3.4
25,36489,600,22628,6,3195,9,2483,675,6893,20879,8015,6489,11433,10519,4676,5843,2351,2147,2711,1177,581,16723,19766,23940,2727,2892,8296,4328,1829,2702,1166,36458,32376,4082,51521,18264,15739,2525,3316,5316,3822,995,2290,1561,24728,9507,5429,51521,2100,3695,1462,439,3.46
26,15234,5090,1003,64,6529,42,9,581,1916,9152,4783,1147,11004,5178,3674,1504,1112,1520,1336,980,666,7144,8090,11492,506,452,3160,1460,1034,2937,1943,14344,13870,474,92657,7719,7357,362,3283,830,2034,316,894,896,7391,6758,2162,92657,1301,1675,338,139,2.77
27,1749,1701,0,0,0,0,0,23,25,1577,159,0,11005,1271,1176,95,5,82,393,523,619,604,1145,1749,12,19,404,489,33,354,438,1749,1749,0,62993,314,314,0,146,35,102,31,0,353,1601,148,16,62993,390,0,0,0,1.38
28,88349,29534,18491,179,5966,33,87,1262,32797,62989,10490,8474,11206,31042,3274,27768,4112,3215,5222,3095,762,42822,45527,53392,7146,6807,14476,8069,2384,10947,3563,88181,81229,6952,36404,40993,37136,3857,14304,9043,8878,1398,3513,1861,36036,44730,17747,36404,6978,7089,2190,1480,2.83
29,6952,3531,112,0,2264,0,14,117,914,4556,1638,630,11363,2661,2008,653,681,399,797,481,221,3341,3611,5281,97,111,1154,675,360,1581,1303,6952,6705,247,104792,3651,3488,163,1980,284,827,219,178,389,3372,3241,1290,104792,885,891,178,9,2.61
30,102624,65618,3822,185,5679,8,287,2070,24955,76421,11187,10354,11211,39384,6484,32900,3728,3923,4742,2630,1444,51067,51557,68586,5681,6220,12702,7523,2428,22457,11575,102410,96139,6271,71225,55433,52701,2732,30350,7315,11265,1316,2455,2329,41341,51331,19429,71225,9767,7156,2221,1946,2.59
31,61844,11022,1465,40,12490,86,126,1015,35600,23830,13863,22245,11372,23814,7543,16271,3818,3355,5857,2652,1131,30769,31075,47200,6251,4484,13739,5192,3605,8640,5289,61558,53465,8093,56383,34288,32666,1622,9948,9931,5877,2253,4657,2256,12640,45781,26458,56383,5859,6842,1268,164,2.58
32,41407,21072,7745,3,3119,10,248,1539,7671,32463,3570,3595,11217,17447,5217,12230,1775,2067,2641,1228,458,19458,21949,31566,1538,2001,3234,2718,1082,10482,10511,40880,39054,1826,107362,24618,23164,1454,16490,2320,3049,501,804,1605,28477,9942,2707,107362,3826,3904,617,166,2.33
33,5981,3719,248,0,1500,0,34,147,333,3562,891,1377,11109,2954,291,2663,214,118,99,0,0,2895,3086,4882,0,40,344,284,132,1964,2118,5981,5509,472,148590,4434,4272,162,3230,126,819,78,19,781,2980,2432,766,148590,897,479,80,0,2.02
34,62823,36991,7900,32,7408,58,169,2998,7267,48425,6181,6223,11201,28067,10403,17664,2709,2945,3930,2158,1114,30042,32781,47602,1230,1348,4657,3779,1312,16981,18295,61982,58607,3375,124996,38014,35976,2038,26792,2582,5492,400,710,1144,44199,14308,3947,124996,6813,5657,553,70,2.06
35,37845,21942,4606,30,2012,268,488,1452,7047,29738,3680,2703,11231,15702,4919,10783,2140,1652,2420,1240,365,17577,20268,27198,1416,1788,3468,2747,673,8545,8561,37845,35972,1873,100213,21859,20101,1758,13873,1943,3244,395,646,1115,25680,8937,2708,100213,4354,4220,667,134,2.41
36,31927,6244,1844,0,9131,5,1402,999,12302,16277,9296,5025,11417,9060,5451,3609,2354,1746,2577,959,441,15311,16616,21598,2338,2474,6163,3793,1479,3712,1639,31924,29372,2552,73424,16209,15023,1186,4179,3571,3789,1480,2004,1151,13572,16462,6307,73424,2005,3646,1555,248,3.52
37,5728,2277,590,15,2404,0,0,82,360,3486,1470,687,11020,1883,1536,347,424,419,527,411,123,2997,2731,3960,101,75,721,516,203,1286,1058,5728,5577,151,135938,2883,2748,135,1526,374,587,87,174,481,2893,2714,1119,135938,529,837,194,34,3.04
38,75451,2881,65073,101,1339,0,155,1056,4846,35402,27301,11509,11203,27761,11278,16483,5327,4458,7359,4572,1620,33245,42206,52931,3333,3795,19070,10117,4194,8334,4088,74280,68322,5958,51277,37312,34893,2419,10734,10840,7064,2881,3374,1808,57033,14190,5416,51277,7808,8070,2172,427,2.66
39,98660,2388,48148,17,5621,2,681,1047,40756,56045,21615,16461,11208,32181,8377,23804,5823,5147,5692,2287,955,45869,52791,61661,6499,5261,29210,8307,3295,6539,2550,98534,92091,6443,40733,42742,39810,2932,8832,12417,8699,3599,6263,2035,45024,45069,14419,40733,6561,10889,4398,923,3.05
40,67040,19773,38113,23,2828,0,626,961,4716,39021,16912,9810,11210,22267,9906,12361,4453,3826,5590,2355,947,30595,36445,42951,2273,2479,11681,8257,2980,8873,6408,67004,62674,4330,65900,32960,30843,2117,12443,7874,5966,1762,2798,1599,41802,20497,7722,65900,5641,6575,2774,950,3.0
41,76527,907,59207,116,974,30,326,701,14266,47866,15472,10954,11212,31454,4649,26805,4856,4464,5984,3070,1187,32439,44088,53004,4587,7256,19044,9883,4476,5545,2213,75880,68691,7189,26239,32843,27668,5175,6283,11003,5793,1791,2798,2494,56396,15032,6688,26239,6998,6685,1929,215,2.23
42,83835,13793,36355,163,2815,3,403,1522,28781,59528,9743,10012,11221,30871,6646,24225,4604,3364,5212,2586,878,40147,43688,56361,5307,6628,14308,9096,3380,11839,5803,83552,74102,9450,50153,45909,41283,4626,16042,9512,9226,2591,3912,2281,50139,28190,12371,50153,6530,6928,2483,549,2.68
43,13244,2487,7778,115,284,0,0,73,2507,8387,3371,547,11239,6764,215,6549,698,775,1889,1290,659,5406,7838,9618,919,1219,3368,1589,672,1163,688,13222,12742,480,27104,5317,4887,430,1422,1633,1076,144,612,710,7705,4891,2876,27104,2087,966,296,38,1.95
44,27246,11384,982,0,11051,0,28,291,3510,15517,7326,4024,11361,10026,5750,4276,1902,1846,2919,1460,870,13337,13909,20576,1399,1232,4350,3168,1859,5057,3511,26848,24957,1891,85887,14607,13967,640,6422,2406,3285,958,896,749,11289,14747,7500,85887,2849,3151,760,109,2.67
45,74554,1052,21964,89,682,27,358,752,49630,40388,12160,17630,10457,24634,1438,23196,3989,2846,4220,1987,547,35086,39468,43627,7606,7912,12158,7683,2722,3717,1829,74197,66040,8157,27420,31783,27939,3844,4791,11166,5765,1884,4333,1973,20045,47354,22334,27420,4987,7759,2619,719,2.9
46,4434,2966,83,0,245,0,23,0,1117,3692,406,128,10464,1893,1248,645,163,338,608,233,156,2162,2272,3399,108,161,863,418,400,781,668,4434,4201,233,93365,2564,2411,153,1157,399,626,142,87,552,3156,1058,274,93365,510,476,57,15,2.33
47,68796,1795,16343,234,4483,0,562,976,44403,34830,11347,16846,10472,21887,3122,18765,3255,3274,4280,2529,854,33428,35368,42234,8900,6967,11333,6961,2865,3856,1352,68575,59061,9514,30977,29623,26346,3277,4471,9291,5988,3194,3402,1610,20611,42781,21174,30977,4978,7295,2267,708,3.11
48,33531,28515,193,164,1206,0,119,227,3107,27923,4118,1118,10309,11464,9841,1623,2544,2132,3245,1510,443,16842,16689,23537,903,1147,7348,4460,1774,5129,2776,33502,32659,843,103175,16602,16124,478,7115,2239,3930,1569,1271,1412,24374,7048,2184,103175,3104,4555,1443,123,2.91
49,103732,9736,31584,271,5916,0,607,1332,54286,56643,18436,20402,10467,36732,5011,31721,5618,5947,6487,3450,1423,49745,53987,67420,9160,8434,20642,11205,5029,8921,4029,102470,92373,10097,37015,49950,43702,6248,10649,14266,9977,3938,4872,2389,38389,56818,26338,37015,9027,10060,3552,912,2.78
50,94218,1133,32331,791,783,0,378,831,57971,54047,14872,18382,10456,30774,1756,29018,5857,4457,5343,2341,818,43844,50374,56252,10429,9547,15028,10523,3527,5566,1632,93083,83525,9558,27106,39885,34566,5319,6247,14674,6500,1864,5281,2359,28544,58438,27491,27106,7218,9706,3317,946,2.98
51,28109,22684,575,29,2633,0,23,316,1849,21380,3045,3306,10065,14844,5365,9479,1460,1522,2874,2113,1055,12248,15861,22402,128,180,1404,1847,434,8643,9766,28043,27299,744,127375,17110,16657,453,12153,907,3376,87,134,1542,19681,6778,1406,127375,3797,2267,275,13,1.87
52,21556,16362,677,91,1047,0,0,309,3070,15636,3315,2372,10075,11035,4933,6102,1118,1131,2837,1739,1251,10096,11460,16986,73,267,1369,1094,1136,6571,6476,21155,20715,440,137146,12564,12451,113,8503,780,2743,153,272,2129,13727,6788,1349,137146,3133,1765,236,0,1.9
53,78647,2323,12763,443,2224,0,658,648,59588,37122,16220,20384,10468,26338,2000,24338,4669,2964,4673,2220,919,37011,41636,49291,8252,7227,14421,8811,3122,5264,2194,78055,68422,9633,36046,39270,35074,4196,6261,14533,7057,2405,4818,1868,15245,55829,27518,36046,6331,8675,2565,559,2.93
54,37817,3050,26758,132,536,0,479,210,6652,24574,6263,5933,10550,13410,3065,10345,2504,1826,2636,1282,670,17482,20335,24934,1932,2909,8296,4975,1965,2984,1873,37590,33786,3804,47955,19814,17874,1940,4648,5249,4386,1641,1950,1122,26448,8248,3340,47955,3384,3788,991,295,2.79
55,22924,12182,1289,36,5731,20,111,309,3246,14647,3887,3527,10001,12431,3253,9178,1153,1425,1593,1348,459,11671,11253,17985,763,720,2219,1462,588,6810,5423,22924,21936,988,88526,15044,14360,684,9281,1492,2942,93,552,1187,14377,8075,3022,88526,2360,1156,322,0,1.76
56,35743,3638,13227,52,1583,36,459,813,15935,24335,3615,5580,10035,14428,1191,13237,2342,1733,2454,1295,772,17697,18046,25962,3342,4429,5872,3696,1424,4343,2856,34916,31003,3913,30081,15055,13896,1159,4706,3684,3694,481,1331,1557,17520,15962,6188,30081,3085,2980,691,107,2.27
57,54682,38521,2961,56,7366,55,143,1074,4506,42615,4076,6790,10003,26124,8605,17519,2683,2820,3440,2134,859,27503,27179,38236,849,637,2279,2634,1178,16227,14432,54550,52419,2131,112131,34340,32394,1946,23056,2601,6117,200,420,1679,41502,11413,2676,112131,5253,2619,74,0,1.7
58,57925,29677,4936,38,7428,0,44,1455,14347,40706,6853,6214,10009,29728,1882,27846,3503,3367,5333,2161,1343,26519,31406,45242,2802,2519,6425,4812,1776,17032,9876,57904,54657,3247,61548,33416,32075,1341,19982,4347,6222,506,1018,1746,36866,19596,7259,61548,5993,4145,250,88,1.93
59,50472,36075,2382,0,4627,5,229,1450,5704,37277,5582,6407,10011,29128,10947,18181,3968,3548,4570,2603,993,26058,24414,42426,967,900,2442,3343,1345,17417,16012,50222,48360,1862,128613,34875,33579,1296,24061,2206,6391,306,615,1893,37800,11126,2614,128613,5719,2540,403,0,1.68
60,31125,24521,373,62,3801,0,52,630,1686,24871,3416,2471,10022,18049,9454,8595,1946,2113,4474,3051,1356,14113,17012,27042,357,161,1265,2030,811,10674,11744,31093,30671,422,135363,20289,19791,498,14780,1115,3573,128,195,1542,24053,5979,980,135363,4695,1761,178,0,1.69
61,47793,38688,392,10,4506,0,0,664,3533,37114,4504,5096,10028,25318,8723,16595,2837,2609,4807,2814,1252,20516,27277,39507,471,266,1879,2548,1477,16512,16354,47778,46316,1462,125140,31629,30805,824,22651,1888,6015,34,217,1966,34954,10899,1500,125140,5644,3719,601,0,1.88
62,11682,4448,1296,0,3958,0,3,424,1553,5139,1550,4400,10044,4748,936,3812,699,735,1080,727,431,5498,6184,9498,515,372,1618,672,358,2353,3610,10109,9446,663,100441,5693,5339,354,3849,275,905,110,200,790,4868,6256,2015,100441,1433,753,225,0,2.13
